date, timestamp, heart_rate, AVNN, SDNN, rMSSD, pNN50, LF, HF, LFHF, alpha1, artifacts_removed, steps, latitude, longitude
2021-12-06 00:28:11 +0000, 01:34:00, 57.357816, 1046.064935, 58.883145, 46.575673, 15.789474, 0.114846, 0.079195, 1.450169,1.404288, 47.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:30:11 +0000, 01:36:00, 57.636888, 1041.000000, 61.126364, 44.637584, 10.958904, 0.063773, 0.087195, 0.731388,1.219572, 44.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:32:11 +0000, 01:38:00, 57.785888, 1038.315789, 62.707787, 46.791516, 10.666667, 0.134221, 0.088317, 1.519764,0.971647, 47.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:34:11 +0000, 01:40:00, 56.669428, 1058.771930, 65.881779, 66.366202, 23.214286, 0.058965, 0.042435, 1.389541,1.020425, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:36:11 +0000, 01:42:00, 57.951573, 1035.347222, 45.022489, 38.965003, 5.633803, 0.083783, 0.090882, 0.921882,1.102156, 46.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:38:11 +0000, 01:44:00, 57.966761, 1035.075949, 56.268094, 49.666812, 17.948718, 0.135048, 0.115486, 1.169386,1.021584, 47.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:40:11 +0000, 01:46:00, 58.468431, 1026.194805, 41.471963, 37.109927, 10.526316, 0.105414, 0.074113, 1.422355,1.243676, 45.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:42:11 +0000, 01:48:00, 58.336034, 1028.523810, 45.837013, 37.545095, 10.843373, 0.127210, 0.066097, 1.924577,1.219900, 42.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:44:11 +0000, 01:50:00, 58.951789, 1017.780822, 46.635094, 41.570405, 8.333333, 0.087536, 0.078618, 1.113440,1.219339, 47.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:46:11 +0000, 01:52:00, 58.581037, 1024.222222, 66.271305, 46.040355, 18.309859, 0.147298, 0.074875, 1.967247,1.451237, 56.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:48:11 +0000, 01:54:00, 58.660937, 1022.827160, 53.111351, 42.984101, 6.250000, 0.141566, 0.106939, 1.323802,1.250921, 41.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:50:11 +0000, 01:56:00, 58.561393, 1024.565789, 46.521990, 43.362395, 13.333333, 0.120641, 0.113445, 1.063431,1.111997, 51.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:52:11 +0000, 01:58:00, 58.755389, 1021.182927, 41.663548, 31.600237, 3.703704, 0.100515, 0.085021, 1.182241,1.113367, 37.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:54:11 +0000, 02:00:00, 59.132720, 1014.666667, 35.614448, 32.641997, 7.042254, 0.070818, 0.059556, 1.189095,1.041366, 49.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:56:11 +0000, 02:02:00, 59.180045, 1013.855263, 54.905928, 46.035239, 13.333333, 0.142850, 0.102345, 1.395772,1.034898, 50.000000, 0.000000, 0.000000, 0.000000
2021-12-06 00:58:11 +0000, 02:04:00, 58.515177, 1025.375000, 48.237531, 38.706489, 11.392405, 0.133417, 0.073505, 1.815067,1.210161, 46.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:00:11 +0000, 02:06:00, 58.363055, 1028.047619, 73.060456, 57.263725, 14.457831, 0.150470, 0.124400, 1.209570,1.214686, 41.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:02:11 +0000, 02:08:00, 59.847794, 1002.543210, 146.386621, 63.738489, 20.000000, 0.180722, 0.098513, 1.834499,1.191937, 52.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:04:11 +0000, 02:10:00, 56.177145, 1068.050000, 80.038814, 54.366161, 7.594937, 0.145936, 0.093050, 1.568367,1.208431, 37.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:06:11 +0000, 02:12:00, 56.506429, 1061.826087, 67.709757, 65.672185, 23.529412, 0.158747, 0.139048, 1.141676,1.152380, 58.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:08:11 +0000, 02:14:00, 56.693818, 1058.316456, 79.538256, 59.906529, 12.820513, 0.145528, 0.164126, 0.886681,1.170514, 43.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:10:11 +0000, 02:16:00, 69.477341, 863.590909, 139.128256, 63.705993, 9.195402, 0.122756, 0.216445, 0.567143,1.555904, 34.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:12:11 +0000, 02:18:00, 65.517314, 915.788462, 81.852367, 35.917389, 4.854369, 0.080598, 0.057681, 1.397317,1.618710, 28.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:14:11 +0000, 02:20:00, 60.135612, 997.744898, 67.078038, 36.625640, 7.216495, 0.082727, 0.050286, 1.645117,1.149223, 26.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:16:11 +0000, 02:22:00, 58.273381, 1029.629630, 57.675586, 58.439842, 11.250000, 0.089095, 0.110751, 0.804459,0.741147, 43.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:18:11 +0000, 02:24:00, 57.122456, 1050.375000, 42.724358, 43.692504, 13.793103, 0.090194, 0.080214, 1.124418,1.013455, 34.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:20:11 +0000, 02:26:00, 57.257112, 1047.904762, 45.841552, 43.396920, 6.024096, 0.077210, 0.071615, 1.078135,1.102274, 36.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:22:11 +0000, 02:28:00, 57.947997, 1035.411111, 46.179896, 41.617850, 8.988764, 0.117163, 0.071635, 1.635554,1.091553, 33.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:24:11 +0000, 02:30:00, 58.238466, 1030.246914, 53.632535, 49.752934, 15.000000, 0.115719, 0.108061, 1.070868,0.843754, 44.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:26:11 +0000, 02:32:00, 59.594756, 1006.800000, 46.292116, 34.104993, 5.319149, 0.078799, 0.047380, 1.663118,1.354485, 27.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:28:11 +0000, 02:34:00, 59.462226, 1009.043956, 61.228702, 45.740843, 10.000000, 0.066449, 0.073164, 0.908227,0.960381, 34.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:30:11 +0000, 02:36:00, 60.720043, 988.141593, 36.907169, 21.058263, 0.892857, 0.041090, 0.030946, 1.327767,1.177941, 9.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:32:11 +0000, 02:38:00, 60.627178, 989.655172, 43.813728, 21.332374, 0.000000, 0.030524, 0.033881, 0.900937,1.329356, 6.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:34:11 +0000, 02:40:00, 62.359348, 962.165289, 72.529980, 24.138605, 1.666667, 0.040941, 0.042115, 0.972124,1.375142, 6.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:36:11 +0000, 02:42:00, 60.484436, 991.990741, 40.208826, 28.813977, 3.738318, 0.064959, 0.039133, 1.659931,1.135724, 16.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:38:11 +0000, 02:44:00, 61.269224, 979.284483, 55.179166, 23.308194, 1.739130, 0.064437, 0.042501, 1.516119,1.515979, 8.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:40:11 +0000, 02:46:00, 61.501449, 975.586777, 37.553160, 21.313979, 0.833333, 0.022722, 0.020415, 1.112987,0.996082, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:42:11 +0000, 02:48:00, 62.100360, 966.177966, 36.152218, 20.961377, 1.709402, 0.050710, 0.023787, 2.131780,1.045353, 8.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:44:11 +0000, 02:50:00, 62.060295, 966.801724, 37.836823, 23.341477, 0.869565, 0.029654, 0.021065, 1.407729,1.159956, 9.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:46:11 +0000, 02:52:00, 65.884499, 910.684615, 75.774787, 16.152593, 0.000000, 0.022173, 0.019085, 1.161789,1.250652, 2.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:48:11 +0000, 02:54:00, 57.490931, 1043.642857, 44.255754, 25.608633, 2.061856, 0.039425, 0.051611, 0.763885,1.297966, 18.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:50:11 +0000, 02:56:00, 57.411959, 1045.078431, 37.610777, 28.559062, 2.970297, 0.048285, 0.038268, 1.261753,1.288164, 15.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:52:11 +0000, 02:58:00, 56.692281, 1058.345133, 22.019155, 21.864035, 0.892857, 0.027709, 0.023845, 1.162052,0.685799, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:54:11 +0000, 03:00:00, 56.988833, 1052.837838, 27.288278, 23.752933, 0.909091, 0.028489, 0.022763, 1.251535,1.192736, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:56:11 +0000, 03:02:00, 57.033244, 1052.018018, 26.621675, 25.074751, 0.000000, 0.023558, 0.029368, 0.802177,1.000007, 3.000000, 0.000000, 0.000000, 0.000000
2021-12-06 01:58:11 +0000, 03:04:00, 57.393301, 1045.418182, 25.768044, 24.773231, 1.834862, 0.024989, 0.027059, 0.923512,0.972198, 7.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:00:11 +0000, 03:06:00, 57.154418, 1049.787611, 26.844552, 24.623837, 0.000000, 0.017994, 0.024147, 0.745170,0.761895, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:02:11 +0000, 03:08:00, 57.783550, 1038.357798, 23.801341, 25.418552, 0.925926, 0.030302, 0.030282, 1.000684,0.824080, 8.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:04:11 +0000, 03:10:00, 58.080040, 1033.057143, 30.467798, 25.467855, 0.961538, 0.026679, 0.038479, 0.693335,1.041451, 11.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:06:11 +0000, 03:12:00, 57.185613, 1049.214953, 34.056254, 27.465650, 3.773585, 0.045737, 0.022168, 2.063157,1.000244, 10.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:08:11 +0000, 03:14:00, 57.656174, 1040.651786, 28.973900, 23.747344, 0.000000, 0.025912, 0.025570, 1.013399,0.973152, 2.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:10:11 +0000, 03:16:00, 58.008214, 1034.336283, 22.652420, 25.556861, 0.000000, 0.028187, 0.029626, 0.951426,0.872349, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:12:11 +0000, 03:18:00, 58.483095, 1025.937500, 39.884290, 28.092380, 1.801802, 0.062014, 0.054908, 1.129403,1.192019, 7.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:14:11 +0000, 03:20:00, 57.848481, 1037.192308, 28.636365, 27.274386, 1.941748, 0.030683, 0.054443, 0.563588,1.015731, 10.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:16:11 +0000, 03:22:00, 65.587644, 914.806452, 118.395902, 33.711771, 6.521739, 0.110066, 0.067110, 1.640086,1.576813, 34.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:18:11 +0000, 03:24:00, 72.528311, 827.263158, 327.086602, 385.604324, 59.459459, 0.306484, 0.361430, 0.847977,0.782322, 68.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:20:11 +0000, 03:26:00, 74.001747, 810.791667, 271.185124, 239.943554, 39.130435, 0.163690, 0.094117, 1.739219,1.426717, 61.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:22:11 +0000, 03:28:00, 112.347175, 534.058824, 99.551659, 152.670888, 12.500000, 0.000000, 0.088885, 0.000000,2.394288, 64.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:24:11 +0000, 03:30:00, 75.919798, 790.307692, 290.862252, 397.874090, 64.000000, 0.113606, 0.268254, 0.423502,0.783652, 69.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:26:11 +0000, 03:32:00, 72.283714, 830.062500, 241.944911, 288.685584, 54.838710, 0.198828, 0.281780, 0.705617,0.914385, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:28:11 +0000, 03:34:00, 74.435318, 806.068966, 275.972821, 257.281515, 50.000000, 0.276480, 0.237037, 1.166403,1.525646, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:30:11 +0000, 03:36:00, 88.622202, 677.031250, 319.134007, 366.806398, 29.032258, 0.382322, 0.687052, 0.556468,0.879145, 64.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:32:11 +0000, 03:38:00, 77.720207, 772.000000, 331.499343, 392.777512, 54.166667, 0.056088, 0.676159, 0.082951,0.842057, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:34:11 +0000, 03:40:00, 87.905856, 682.548387, 279.388693, 381.188522, 70.000000, 0.089923, 0.277694, 0.323820,1.155290, 72.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:36:11 +0000, 03:42:00, 78.494261, 764.387097, 364.236352, 548.829224, 56.666667, 0.081733, 0.889846, 0.091850,0.596072, 69.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:38:11 +0000, 03:44:00, 78.849548, 760.942857, 299.581430, 402.736962, 70.588235, 0.261905, 0.300818, 0.870641,0.833638, 73.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:40:11 +0000, 03:46:00, 111.693529, 537.184211, 206.922617, 286.647674, 21.621622, 0.093931, 0.218070, 0.430740,0.962486, 63.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:42:11 +0000, 03:48:00, 88.437103, 678.448276, 296.481596, 332.597131, 50.000000, 0.379828, 0.495658, 0.766311,1.030434, 68.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:44:11 +0000, 03:50:00, 73.397301, 817.468750, 318.755659, 414.609415, 45.161290, 0.239117, 0.195114, 1.225525,0.640360, 66.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:46:11 +0000, 03:52:00, 97.988271, 612.318182, 224.187721, 304.076118, 53.488372, 0.105600, 0.142034, 0.743490,0.777107, 78.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:48:11 +0000, 03:54:00, 89.779006, 668.307692, 296.309311, 323.528979, 47.368421, 0.000000, 0.000010, 0.000000,1.046776, 73.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:50:11 +0000, 03:56:00, 90.085727, 666.032258, 262.328697, 294.894604, 36.666667, 0.238206, 0.319758, 0.744956,0.748511, 70.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:52:11 +0000, 03:58:00, 80.060586, 749.432432, 283.178932, 372.131774, 61.111111, 0.388210, 0.217452, 1.785270,0.969319, 75.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:54:11 +0000, 04:00:00, 61.629765, 973.555556, 112.439111, 65.846319, 9.677419, 0.044876, 0.021540, 2.083410,0.900856, 41.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:56:11 +0000, 04:02:00, 58.943872, 1017.917526, 48.333369, 32.268936, 3.125000, 0.094050, 0.043196, 2.177299,1.248509, 22.000000, 0.000000, 0.000000, 0.000000
2021-12-06 02:58:11 +0000, 04:04:00, 57.583951, 1041.956989, 42.464091, 32.634843, 5.434783, 0.053947, 0.049261, 1.095120,1.015244, 24.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:00:11 +0000, 04:06:00, 60.995907, 983.672566, 98.895663, 25.900537, 1.785714, 0.051624, 0.025345, 2.036844,1.991445, 9.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:02:11 +0000, 04:08:00, 71.508380, 839.062500, 283.490320, 376.355571, 47.619048, 0.304992, 0.585706, 0.520724,0.890101, 68.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:04:11 +0000, 04:10:00, 69.119115, 868.066667, 217.287630, 208.864761, 22.727273, 0.147799, 0.240119, 0.615526,1.054743, 59.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:06:11 +0000, 04:12:00, 64.474533, 930.600000, 195.656331, 144.710199, 8.163265, 0.245742, 0.263170, 0.933778,1.290715, 43.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:08:11 +0000, 04:14:00, 60.649985, 989.283019, 42.409996, 30.017463, 2.857143, 0.026180, 0.045697, 0.572902,1.100221, 18.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:10:11 +0000, 04:16:00, 59.063257, 1015.860000, 42.089956, 24.392831, 2.020202, 0.047913, 0.032175, 1.489169,1.368051, 21.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:12:11 +0000, 04:18:00, 61.747942, 971.692308, 45.926918, 21.220581, 0.862069, 0.032685, 0.032637, 1.001440,1.444967, 6.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:14:11 +0000, 04:20:00, 61.543196, 974.925000, 32.291682, 23.362290, 0.840336, 0.037424, 0.026096, 1.434087,1.034471, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:16:11 +0000, 04:22:00, 63.592369, 943.509434, 98.185861, 38.333055, 2.857143, 0.021138, 0.033242, 0.635883,1.762253, 18.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:18:11 +0000, 04:24:00, 56.564399, 1060.737864, 30.030892, 26.670152, 4.901961, 0.041322, 0.039522, 1.045548,0.733644, 9.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:20:11 +0000, 04:26:00, 57.722041, 1039.464286, 37.427300, 25.548706, 0.900901, 0.056097, 0.027696, 2.025444,1.070661, 5.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:22:11 +0000, 04:28:00, 59.328463, 1011.318966, 28.921080, 23.159250, 1.739130, 0.014821, 0.023639, 0.626969,1.257070, 4.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:24:11 +0000, 04:30:00, 59.685522, 1005.268908, 24.215259, 18.555760, 0.000000, 0.027443, 0.020198, 1.358672,0.891059, 0.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:26:11 +0000, 04:32:00, 62.433843, 961.017241, 95.586849, 29.894258, 1.739130, 0.021954, 0.028361, 0.774091,1.895601, 10.000000, 0.000000, 0.000000, 0.000000
2021-12-06 03:28:11 +0000, 04:34:00, 59.028709, 1016.454545, 52.580669, 34.345204, 6.896552, 0.057399, 0.061694, 0.930371,1.162804, 34.000000, 0.000000, 0.000000, 0.000000
